Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Barbados,BRB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,6.539008917,8.380059245,8.95534813,2.159123831,0.7689701513,1.116208676,1.582317434,0.9925314374,1.625477453,4.520763343,2.894454322,3.347679161,3.01995707,1.306616854,2.67282392,0.3440848325,0.5007251847,0.4165761377,1.433142785,0.4328140107,0.5572838074,0.3674641759,0.7383750639,0.4556740151,0.6019490409,2.877965523,0.6700025324,1.128869605,1.035130214,1.610513839,2.408790453,2.995741069,7.350499076,5.754830615,6.62895921,10.212368,8.115751764,10.18879855,12.8407137,7.970079027,8.193447658,8.602342292,10.01745152,1.941547784,14.0456718,13.0203938,10.45817405,1.658080265,4.291298332,3.720791536,5.071256425,4.525575466,3.196264973,3.346361079,
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,47.76106286,-8.884916736,-1.395746647,0.06695982344,0.08967155238,0.03404875431,-1.011206886,-0.08937199803,0.1114518977,0.005790514766,-0.1812803737,-0.1186051089,0.06952375967,0.04566330571,0.01048109802,0.05267218726,-0.1443817572,-0.001423339905,0.01014303822,0.2006572375,0.1158963215,0.07956085843,0.1106200556,0.1289627861,0.09106676022,7.568177371,8.528876713,9.004708114,10.32725457,11.85386476,8.364135271,0.9956216043,3.626542713,1.727478476,1.313418245,1.659857338,0.6946760994,1.918069921,1.395065811,2.733059994,3.50710079,3.731055683,4.540557538,4.286700848,3.356609014,1.324711797,-1.320590472,3.858188215,3.804865525,2.771180083,4.710575649,1.474049829,-1.73946798,-0.3705045155,0.1879503723
Bhutan,BTN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.4520903471,,,,,,,,,,,,,,,,0.5560092299,0.2496938275,,,,0.01721223817,0.4614243544,-0.1987343028,,0.2630204215,,,0.4336159001,0.5169699089,1.204858664,0.7218671509,0.6493618415,5.881322974,0.2386306232,1.374529048,4.404872013,1.574615139,1.235473364,1.051276592,1.126569427,0.2948581796,0.5040991877,-0.6388063669,0.1025594269,0.4756170423,-0.1134015289,0.2449835754,0.2899046551,0.3946686414,
Botswana,BWA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.02287251262,-10.77479972,3.02936631,2.708745323,6.912772275,15.59413989,10.51482628,8.235945532,2.07645601,2.029786055,5.009154235,4.809166547,5.05559969,5.779664159,1.509574837,1.367978161,2.529653463,-0.2082614903,-0.03772333932,-6.897608753,-0.3323246368,1.488463067,1.46835552,1.994112587,1.98974017,0.6687327625,0.9877001694,0.5588845239,7.501518584,5.565281275,4.363836574,4.242949051,4.908814694,4.68081345,4.854404973,2.062560052,1.728061348,1.94040749,1.050401065,0.470417841,3.330197309,2.797732675,0.9449448167,1.617960929,1.678933864,0.559653498,0.212513875,-1.701614702,3.492047052,3.427996644,
Central African Republic,CAF,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.6345629657,0.3474793848,0.6512737865,-0.0737509134,2.061132402,1.478899186,0.8201218695,-0.5608473213,0.9965115097,3.24751492,0.6704275971,0.8320974678,1.223260839,0.6784851845,0.8073197175,0.3459058798,0.7271379951,0.9907408933,-0.3025895295,0.1041576691,0.04843787843,-0.3538643274,-0.7561750287,-0.7804409229,0.4232123513,0.5559106513,1.084111549,0.1596836633,0.7547090117,0.5980074525,0.09697775204,0.5558256318,0.5666570133,0.9892188084,1.186770557,0.7549175899,2.37163652,3.338605889,5.874863879,2.045098915,2.871289223,1.51389343,2.790104788,0.1095324673,0.1833958964,0.1769049717,0.3975900197,0.332412483,0.810612744,1.152529799,0.07466989271,0.2149804654,1.009297915,1.516046565,
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.071743858,2.282300313,1.860393405,2.416868945,2.313486932,1.941398989,1.182371858,1.588048428,1.704973109,2.176273141,2.11563483,0.2160221516,0.02862287357,1.350984397,1.590964034,0.3432026814,0.7149416201,1.98490567,1.412776248,1.264368354,1.409503772,0.573724263,1.180751906,0.721601695,1.645162877,2.253873035,1.398281933,2.317969735,3.939938217,4.04710364,9.171024287,3.841921293,3.219147678,0.7829675555,0.141465896,2.178163809,4.87410129,8.200559049,4.515137142,1.524131181,1.837256387,2.137833108,2.700169009,3.629803984,3.55390337,3.853894537,2.238350121,1.53752072,2.469312073,2.80676687,1.758970857,2.976182882,2.293173242,1.936017766,2.772757995
Central Europe and the Baltics,CEB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,1.178877467,1.251015657,2.097591767,1.698568889,3.181180913,2.697481328,3.477823049,4.371585913,5.069201101,5.487251724,4.60612061,5.010519126,3.218412488,5.637780724,8.436863089,8.15203763,12.13296703,9.031434013,2.361397251,1.613000703,3.439483058,2.891210848,1.107644024,3.668719051,1.808801109,8.802609342,2.108151758,-1.134524076,9.115408659,12.68466966,6.321981937,4.19148584,0.2194438455,0.8615282994
Switzerland,CHE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.5606029717,0.70999386,1.141945579,1.334081041,1.164592557,0.1880148629,1.199956912,2.086364292,1.055697761,0.4031444291,0.6270031883,1.221965482,1.178522102,1.434919906,2.846762909,3.738735447,4.881710629,8.266316029,3.407398223,2.669903848,5.446675187,1.758372736,0.6371042891,12.17313231,9.921389238,0.527253064,8.599325092,2.950773194,2.900520774,5.819102216,-3.52948637,2.890846319,17.10838333,24.2480735,20.60353779,-22.10511983,2.823485357,-32.54736113,-15.12144278,-1.938091211,-9.939294951,-11.96479113
Channel Islands,CHI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.1331388759,-0.1724575615,-0.009122951282,-0.02784652949,0.01392882689,0.6400277071,-0.009502560812,0.1471339212,1.105472215,1.096650179,0.7199186413,1.088676783,2.034476609,0.6543970074,0.390496027,0.8046367885,1.643415927,3.939308749,3.697823221,4.263869153,1.977948184,2.151843689,2.011435781,2.071295032,4.495434557,4.005666415,6.1267051,6.148020746,5.644368062,11.59191395,6.203767082,5.867660958,3.629058231,4.556949756,5.015071381,4.898706983,3.091019719,6.113489944,10.45711129,7.422562479,6.841446868,10.48977381,11.909745,7.61396399,9.835003714,7.327803487,4.557074882,1.896470298,2.684613452,4.879561641,4.506101397,4.813089981,6.231850704,5.477309384,3.791291109
China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,4.48E-05,0.02976695607,0.1350536939,0.2092651757,0.2751694985,0.4830234216,0.5350497482,0.6222823996,0.8462082141,1.020809659,0.9739349216,0.9644312942,1.135469781,2.603486276,6.161583416,5.959647125,4.856358996,4.626239797,4.695306883,4.400973622,3.715563938,3.439847253,3.472452356,3.562414183,3.438495377,3.432990151,4.49218509,4.444997439,4.335375002,3.675207175,2.525389843,3.935419967,3.650691902,2.780991382,2.985987083,2.511558837,2.149572847,1.525394703,1.324689717,1.663619923,1.285492268,1.687707563,1.890345414,1.038413655,0.2809911036,0.09899880512
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.109265736,0.9910812037,1.011138523,2.033151187,1.061836571,1.773570932,0.9605208709,0.2338362418,1.054486712,0.8175712553,0.9302629436,0.3883741558,0.6273200016,0.5488298613,0.3177601027,0.4179057033,0.7725231078,0.8674960101,0.5041359722,0.1894969944,0.448639314,0.17655147,0.6191519578,1.58570823,1.41381797,1.925072948,1.489636729,2.302018252,3.874171791,1.247145695,1.415781934,1.622077268,1.177444924,0.778244315,1.203627822,1.452181084,1.388231801,1.543116648,1.374418808,1.173390786,1.026062392,0.8229542772,0.9097371089,0.9532036423,0.8995289205,1.079141548,1.193758009,1.856734864,1.059986996,1.405830482,1.131112457,1.912826559,2.254726532,2.201205821,
Cameroon,CMR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.38983355,0.1374357757,0.220256682,0.1630383309,1.001197946,0.94853502,0.5658899444,0.2565947262,0.8696065298,1.049162061,1.945114195,2.047984912,1.685615613,3.112299603,0.2416275385,3.700831637,-0.7649466781,0.8883449459,0.7548385624,-0.7785146988,-0.9162491048,-0.1224477558,0.2419178205,0.03164498676,0.04127315577,0.1390339957,0.9412421038,1.386672915,0.4888527648,0.3027003902,1.511444733,-0.1065267082,4.068984585,2.096943831,0.3611180408,1.248608313,0.282739555,0.7922906656,0.07575466768,2.671669502,1.949523867,2.132703913,1.748840476,1.622968063,1.994843277,2.15564021,1.963349435,2.256209759,1.914857813,2.583406025,1.655956147,2.140613269,2.087350322,1.667118918,
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.1318248312,0.1025958106,0.1695900071,0.225151979,0.5416298383,0.08908561279,2.471140005,0.1473539703,0.6354159293,0.9546454011,0.7615182504,0.5553596569,-0.01736051675,-1.751567485,-0.4129691823,0.9616343306,0.06855772919,-0.7189074968,-0.04446300103,-0.06772437303,-0.1546563004,0.1287214301,-0.008872851411,0.06416806654,-0.02577150325,-0.3960350862,0.4295275908,-0.7281427441,0.9863608123,0.236879335,0.4934522816,1.37428477,2.14937972,4.377642342,3.972162818,1.50445262,1.772085123,10.80236746,8.726273541,-1.30413525,12.7160135,6.176624593,9.866868879,5.194611611,4.176029529,3.07434209,2.510784036,2.756443314,2.959042579,2.60931448,3.075078475,3.032206389,2.141855154,3.544805039,
"Congo, Rep.",COG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.854810488,15.11821299,16.1443784,12.60209534,7.875433069,2.007553929,0.31541994,0.2595741278,0.4609178008,1.374901959,2.346836843,1.547166331,1.63605634,2.673923924,1.593218571,0.5872476312,1.213436654,1.890931883,0.4110773902,-0.2981768453,0.8057737142,1.202029024,0.09337954453,10.65647665,0.1689871372,5.329956449,2.457105485,-2.118241498,-8.703069305,-2.900434691,-3.040392584,-4.844261093,6.594565067,6.280145682,1.901620652,12.04984558,18.44598012,16.21655503,16.72100182,12.22888625,11.57729522,1.907834795,-0.3913993975,10.46210101,16.13399517,34.4182561,0.4629693634,37.32277487,29.20861002,-10.21475465,-17.2921171,-2.159828737,3.365083361,4.088972179,
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.5514838748,0.2128509565,0.2311279053,0.3305550704,0.2829978323,0.1629577094,0.3338304733,0.4599477508,0.4545387642,0.4704617936,0.728254722,0.9392312331,1.595669579,1.526672828,2.931700875,1.928883735,0.8770167619,0.5176914017,1.456749701,1.04506114,0.9204642727,1.247892707,1.44281755,1.770379355,1.046930227,3.202849248,5.215075278,2.872302624,1.747711547,2.439507479,2.588519363,2.178447514,1.817839311,2.660834888,7.029794014,4.172385101,4.308676806,4.356278346,3.456270652,2.244335956,4.372695361,4.057280413,4.24252458,4.241072567,3.959398549,4.901645729,4.393182328,3.380835732,4.330582409,2.75889429,3.001756938,4.971241377,4.584787612,3.400967593
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0.08151774584,0,0,0,0,2.235848501,1.056676273,0.9565512739,0.09147644702,0.590924667,-0.3163563679,0.0421092032,0.05567677376,0.2232397245,0.1287703823,0.00548778747,0.1038132928,0.0708580113,0.02666768586,0.3027407129,0.1010459362,0.1450475715,0.1061312756,0.08547372167,0.1114525743,0.966721984,0.5078936164,1.528661082,0.9196691351,2.259673888,1.021338771,0.3791034224,0.4074990525,0.5110298392,0.3524583959,0.3637765363,0.4771500922,0.3598940314,0.3163854751,0.3098268194,0.3226675384,0.374181559,
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-0.004581235201,1.184316386,0.2262176562,0.06506793273,0.08230976058,0.5453992028,0.1261256888,0.7430544274,0.5234984356,5.37425869,5.683104752,2.359642569,1.301706826,9.10423779,6.342824223,1.600131126,2.378544877,4.822134152,7.312720062,8.281227111,11.87643173,11.62474734,10.76247535,6.802418631,6.368021378,4.99538224,6.691298,4.401250115,8.844073221,5.490245133,6.828451179,5.594696735,4.69595736,5.457887557,3.712184915,4.457304982,5.430144521,6.251405189,3.890204829
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.675081553,2.051715223,2.087298575,2.465783419,2.778803857,3.519980417,2.567899968,2.034222448,1.379424344,1.07792818,1.088700755,2.652638078,1.108713989,1.928960466,1.52712302,1.783525448,1.380407844,1.771472523,2.648099689,1.929146885,2.845043463,2.472377869,2.634107925,2.579244605,2.837013645,2.909679642,3.655886971,3.245762233,4.490562018,4.345668347,4.818464499,3.892336175,4.36202694,4.483539703,5.823126533,7.628435395,7.928504331,8.337425979,7.909006983,5.251510672,5.063711702,6.391725396,5.708661249,6.291277352,6.232936622,5.236394577,4.452962118,4.833275221,4.829438721,4.220940167,3.370435233,5.530729864,5.305043279,5.419180711,5.534698822
Caribbean small states,CSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,8.734153861,7.294809923,8.094634752,6.785023658,7.174933402,2.657988909,3.519363212,1.733900731,1.861401592,1.411724909,2.723717038,3.794672928,2.223855501,1.913773867,0.7531362613,0.378087487,-0.1819183755,0.2925706532,0.5432006528,0.3861132541,1.764672027,2.819782055,3.022807536,4.169422112,5.450444834,4.664986584,4.155611002,7.620425436,5.815964804,5.096491538,5.506089931,5.943675713,6.405746607,5.384626819,6.28496097,6.693897271,6.556371469,6.093074348,9.16127024,5.292617855,4.727849647,3.771495782,0.6456765201,0.844046423,3.880011176,3.221639952,3.203482853,1.504701654,3.464698528,7.044068419,6.657864273,4.300155919,-3.04564414,-1.706736836,
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.406143868,2.31350889,-0.04972295291,2.265017036,4.787392086,4.399915082,5.692611328,4.166441152,6.71586643,6.145348247,6.238610452,5.710779443,4.162910899,
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.9341353,631.6340942,426.4272215,474.0634781,504.3724814,743.7007031,500.8059213,792.3198018,1009.031051,1709.827232,54.67627932,48.51588184,3.139944771,18.18308732,123.3140007,-13.33010379,-47.6414298,95.06017056,
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694536729,5.624094962,5.634859237,5.915430495,5.473193384,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.447734442,2.334712803,5.724023071,3.370192127,7.744917748,8.560858771,9.085901704,9.662238305,6.242709456,6.459620092,6.303626691,9.325565566,9.573456128,44.5459751,252.6677734,125.2727379,151.7369425,289.8581109,108.0903161,233.1657533,137.2206828,15.82722698,184.0542826,307.086731,431.7884701,-296.0131992,15.0482469,52.90501348,-10.51403148,
Czechia,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.589765586,1.822493198,4.238837216,2.116802694,2.057079795,5.507252026,9.624832321,8.020953141,8.278685008,10.28547168,2.012502749,5.346298314,10.00272913,4.564883006,7.269840533,3.727340175,2.547019253,4.815029855,1.809941553,4.484243808,3.453867264,3.835101534,0.8989134919,5.475664214,5.07066241,3.303539983,4.187057376,3.391140662,4.430295246,3.029375173,3.464845707,3.782606454
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.4397507416,0.630532085,0.5257943542,0.4870937569,0.1402211646,0.253301614,0.1576217773,0.2157556303,0.1958628533,-0.01956162516,-0.05175965604,0.06007835488,0.1290039065,0.08116111192,0.0722381534,0.1135161387,0.1243480289,-0.1072674916,0.3684532834,0.143783444,0.2527756065,-0.09981812549,0.02297591551,0.3393438186,0.4643479929,0.6219872714,0.8400263657,1.313562563,3.886205164,12.6085323,2.896108537,2.438613714,2.580231017,-0.7155030125,2.067993914,2.870495616,1.459424702,0.8127192055,1.629458688,2.480786424,2.550059495,1.818926354,1.764657871,0.4376599197,1.823214415,1.64319556,2.890880529,4.004210264,1.906986881,4.486665711,2.93470786,2.09471349,1.71109201,1.021456337
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.06745075175,,0.1124884283,0.1515938047,-0.03176774652,0.013264708,0.4952416645,0.4790433258,0.3054574255,0.2895283435,0.6466491815,0.6606298764,0.6167726337,0.6170934897,0.5993322326,0.5961294458,0.5927420068,0.5806493373,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,13.98937634,6.889832613,5.932712166,6.142062351,5.970135971,5.83497725,5.665504416,5.032543157,4.914827888,5.24930013,3.497681584,1.659649156
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.174394724,0,0,0,5.846002211,0.2233948549,0.2027057334,2.107055443,2.510629735,3.836275563,8.901448206,6.969897664,9.288404657,6.398705549,6.926654982,8.720488639,5.376214325,8.548493297,19.70426735,6.089942598,6.968841297,2.019505807,5.412224393,5.257126837,3.876969945,5.345250048,8.395619474,6.497398062,4.830845788,6.282368324,9.082544235,11.71129038,11.01009179,10.98870866,9.485108991,10.82324566,7.09315981,2.15759021,1.227820535,6.898018551,4.025381035,12.46062305,9.784847887,4.31749235,5.034314411,2.715986435,7.221571674,5.341450607
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.6090612716,0.6549237023,0.7059633549,0.6901450241,0.7032820198,0.6604374899,-0.4275960393,0.1524786195,0.1483168818,0.3180616653,0.1470382819,0.16181963,0.2227708185,0.09966790219,-0.02608651493,0.1779008976,0.186061275,0.07753997512,0.4356389878,0.9701219036,0.8191034988,1.115468952,0.6651033968,1.196807035,3.208720118,2.239360203,0.4125449857,1.611434629,3.773615871,9.471097373,21.95346251,5.632165821,2.478185329,0.5424497235,-3.493908413,4.84519219,0.8416957834,3.687996023,0.617279544,1.171427918,-3.567941353,3.937926374,-5.00312032,0.1974108285,1.864155678,0.6107506778,2.499831698,1.087804903,2.466700576,-1.100670983,0.3638745387,4.162143452,7.667933511,1.124285847,4.214609342
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.819925951,3.900390039,2.188789373,1.471340839,1.832040196,1.775394532,1.51841073,1.558719016,1.343359243,0.3109769404,1.371038114,1.054051552,-0.01693398166,0.5227425547,0.5908228394,0.7176018648,0.8167094096,1.527359273,1.974210602,1.645082915,1.877383252,1.475904584,1.548419451,1.457834889,1.420988537,2.50880986,0.7356801713,2.041718596,3.086440325,6.075464397,4.068990892,4.249306664,3.412259864,2.880554899,4.186290579,3.125981701,4.035656962,5.124249983,5.673359678,3.515485406,3.383205136,3.79217588,5.640369466,2.557572255,3.559388018,3.138510609,3.330249285,4.5502561,3.229023651,3.173665504,3.132659761,3.531549383,3.568970981,3.943755868,3.601399361
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.64736418,0.01181757658,0.6131457059,0.5856778402,2.710094467,0.7648845855,1.054814184,0.8509044413,0.5126295467,0.07728526227,0.8233846065,0.02978056174,-0.1184971226,0.0008557980329,0.001494768294,0.0006865773737,0.00834724568,0.00556070476,0.02203147385,0.02173399355,0.0005397624819,0.02545885211,0.06249592039,2.00E-06,2.35E-06,2.39E-06,0.5751833412,0.5396697532,1.258825318,0.5994982997,0.5112209572,1.873492382,1.731188975,0.868036712,0.9625868756,1.07990333,1.495723352,1.183818154,1.462773446,1.827421647,1.293904675,1.177673291,0.6605519539,0.7365590651,0.6286889684,-0.2868322907,0.906300706,0.6479026963,0.7535760886,0.713947308,0.6938160148,0.4667284797,0.413487956,0.4910672035,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.2939815598,0.3781259338,0.5786115206,0.5838154589,0.6576415,0.6084853036,0.562005782,0.595637297,0.75873363,1.175124978,1.354178072,1.568711395,1.824512587,2.62931823,4.355867699,4.239070999,3.831051985,3.851128756,4.024350825,4.135158355,3.345115898,2.753621341,2.813180655,3.074808804,2.930177164,3.072623477,4.122444771,4.042785699,4.04810364,3.495302219,2.372853193,3.73126352,3.453295407,2.795583149,3.005606781,2.537115653,2.260993971,1.592007702,1.587677894,1.842364567,1.492036768,1.70187555,2.06301573,1.292346342,0.5763597747,0.463244375
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.6980320432,0.6147895631,0.3297457693,0.3791906995,-0.189011614,0.8148741512,0.1892698155,0.282657274,0.3600128675,0.1825716665,0.02931703709,0.8491508436,1.046950086,0.6175696258,0.6045275539,0.3889669489,0.4379420814,0.2369699487,0.5391382469,0.5159977476,0.6095666988,0.7910810592,0.7846586526,0.7658171169,1.196696649,1.314979166,1.492439337,1.964893858,1.746365391,1.973758738,1.519059934,1.789661669,1.45292579,1.186711836,1.516008638,2.105150225,2.541326471,2.658469222,2.70282816,1.872810335,1.864981401,1.862082169,1.738437154,2.043944358,1.689399232,2.113338473,2.06462165,1.91944035,2.0460345,1.84974225,1.829396314,2.203070989,1.990282833,1.55515657,1.437296447
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.6066206749,0.6349027846,0.589906953,0.3328018047,0.4945481607,0.4372094489,0.3919390631,0.2865046053,0.290117711,0.2835809796,0.3282854064,0.4461479652,0.4288489795,0.4325583792,0.2840239837,0.3084515863,0.4398129868,0.5780181515,0.5856986496,0.5180264538,0.7027030875,0.5076442217,0.6444727258,0.9061604893,0.9780679684,1.067504193,1.164014295,1.411008036,1.416260805,1.674238757,2.090169105,1.635830953,1.425851796,1.453788292,2.03244405,1.81240853,2.605691137,3.201065224,2.711652474,1.956716071,2.897151147,2.817493675,2.42581211,2.741120369,2.834457597,2.780911486,2.301465305,2.28580818,2.252471826,1.952263458,2.165362423,2.618430275,2.302579857,1.478030554,1.536199079
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.3246819338,0.2783505155,0.2082324455,0.3038461538,0.1807180315,0.247595408,0.01943634597,0.04600965635,0.05158353878,0.08369029193,0.02556753307,0.130157745,0.0830433255,0.07223054567,0.1828628682,0.1432088441,0.1607296079,,,,,,0.4065744004,0.7580518356,0.7153738443,1.038468007,1.190987885,1.604268392,1.31641742,1.293098796,1.126605063,2.889042593,2.136034223,2.421448214,3.023656672,3.650243371,4.866756943,5.535057279,4.861614666,3.96677411,2.909613139,3.934126023,3.158633383,2.431802773,2.317452206,2.930087644,3.624014812,2.389793162,2.207888822,2.388496482,1.846184482,2.340635964,1.830888586,1.880908381,1.156678211
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.7052063918,0.6238606276,0.5717479491,0.6714226652,0.7731730351,0.5322089851,0.4122643773,0.5548246537,0.4984049456,0.517833517,0.5441996073,0.4785717451,0.4414390943,0.4722671886,0.3096261498,0.5082880856,0.5801297555,0.7013942767,1.013711291,1.252479679,1.411539025,1.097542238,0.9245134012,1.068654798,1.072873269,1.395248725,1.423518378,1.825377579,3.305014004,5.743140061,8.530639038,4.506747221,3.735834036,2.882269919,2.805314262,6.089559435,7.078948457,8.871460168,5.34437246,3.73681459,3.269982734,4.691899901,3.672984575,3.154286794,2.609473211,5.598236626,6.553733725,4.224556523,-0.7645654051,2.933577034,0.4858568317,2.272493765,0.8818716293,-1.197763047,0.4218480686
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.095193109,5.88551542,2.536106489,1.343867004,1.163767366,1.232591986,-0.2188756362,0.3128870669,0.4076327,0.447261237,0.3914658599,0.2750935858,0.2007040055,0.2915030867,0.2956391611,0.3615352519,0.5289229959,0.8820095737,1.187568212,1.151839541,0.8268111163,0.9418116246,0.9837385737,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.133637951,2.328738247,2.895155268,2.814492362,2.378010667,1.224994874,0.5940563051,0.3889217366,1.729495813,0.5135701857,0.243419054,0.8179665488,0.6467396027,0.7529032739,0.7519534017,1.360670046,0.7849182146,0.6053820538,1.294494988,0.9104781256,1.162409015,0.6052591487,0.759506673,0.3921138163,0.1861737886
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.008455397301,0.02683150161,0.0003225932001,0.006931698774,0.001408608929,0.06877473335,0.4580959341,0.7275814773,2.148072469,6.749429233,2.53017092,3.399750059,1.061542574,1.582368423,2.146356602,3.015277403,2.951091027,2.342602497,3.401931818,3.144613176,1.707814196,0.6766906667,1.096617326,1.058425258,2.420132571,0.9940284314,0.9404149956,1.135375893,1.268437022,1.174392815,1.236997207,0.5273847226,0.759753233,0.2956838323,1.590836184,5.995515989,9.348567266,8.876336063,5.831412619,3.54835118,2.916016576,-0.2045428488,1.002340718,1.453434208,1.509250423,2.102581284,2.438562781,2.983015509,3.100400776,2.82732945,1.52462949,1.206178611,2.39118081,2.485463984,
